word,PG,source
Esaki,(eh-SAH-kee),2018_IQBT_NASAT/Packet_08.pdf
Escamillo,(es-cah-MEE-yo),Wiener
Esie,(ay-SEE-eh),2018_IQBT_NASAT/Packet_09.pdf
Espíritu Pampa,(es-PEE-ree-too PAHM-pah),Wiener
Essenes,(ESS-eenz),nsc17/03.txt
Estado Novo,(ee-STAH-doo NOH-voo),2017_NASAT/Round_04.pdf
Estado Novo,(ee-STAH-doo NOH-voo),2018_CMST/08.pdf
Estado Novo,(ee-STAH-doo NOH-voo),2018_IQBT_NASAT/Packet_18.pdf
Estado Novo,(ey-STAH-doh NOH-voh),Wiener
Estampes,(ess-TOMP),2018_IQBT_NASAT/Packet_19.pdf
Este,(ESS-tay),nsc18/10.txt
Estupiña,(ess-too-PEEN-yah),2018_IQBT_NASAT/Packet_15.pdf
Etienne Lantier,(EH-tee-ehn LOHN-tee-ey),Wiener
Eton,(EE-ton),Wiener
Etz Chayim,(etts KHAH-yeem),2018_CMST/14.pdf
Eu,(fod)3,2018_CMST/02.pdf
Eucharist,(YOO-kuh-rist),Wiener
Euclidean,(yoo-KLID-ee-un),Wiener
Eudes,(YOO-dayz),Wiener
Eugen Jochum,(OY-gun YOkoom),2018_CMST/04.pdf
Eugene Delacroix,(deh-luh-CWAH),Wiener
Eugene Dubois,(doo-BWAH),Wiener
Eugene Onegin,(oh-NAY-gin),Wiener
Eugene Viollet-le-Duc,(vee-ah-LAY la DOO-ik),Wiener
Eugène Ionesco,(oo-ZHEN ee-oh-NESS-koh),nsc18/13.txt
Eugène Scribe,(oo-JEN screeb),nsc17/10.txt
Eugène Scribe,(oo-zhen screeb),2018_CMST/01.pdf
Eugène Viollet-le-Duc,(oo-JEN v'yoh-LAY luh DOOK),nsc17/10.txt
Eugène Ysäye,(oo-ZHEN ee-ZYE),2018_CMST/03.pdf
Eugène de Rastignac,(oo-ZHEN duh ross-teen-YAHK),nsc18/02.txt
Eugène de Rastignac,(oo-ZHEN duh ross-teen-YOCK),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Eugène de Rastignac,(uh-ZHEN de rah-steen-yahk),nsc17/22.txt
Eulenspiegel's,(OY-len-shpee-gel's),nsc17/14.txt
Euler,(OI-ler),Wiener
Euler,(OY-ler),2017_NASAT/Round_01.pdf
Euler,(OY-ler),nsc16/18.txt
Euler,(OY-ler),nsc18/13.txt
Euler,(OY-lur),2018_IQBT_NASAT/Packet_02.pdf
Euler-Mascheroni,(OY-lur mash-uh-ROH-nee),Wiener
Eulji Mundeok,(OOL-jee MOON-duck),2017_NASAT/Round_12.pdf
Eulsa,(ULL-suh),2018_CMST/02.pdf
Eumenides,(yoo-MEN-ih-deez),2018_IQBT_NASAT/Packet_07.pdf
Eumenides,(yoo-MEN-uh-deez),Wiener
Euneus,(yoo-NAY-us),2018_IQBT_NASAT/Packet_02.pdf
Eunomia,(yoo-NOME-ee-uh),Wiener
Eupatrid,(yoo-PAT-rid),Wiener
Euphrosyne,(yoo-FRAHZ-ih-nee),Wiener
Euridice,(ew-ree-DEE-cheh),2018_IQBT_NASAT/Packet_17.pdf
Euripides,(yur-IP-uh-deez),Wiener
Europa,(yur-OH-puh),Wiener
Euryale,(yur-ee-AH-lay),Wiener
Eurybiades,(your-EE-bee-AH-deez),Wiener
Eurycleia,(yur-uh-CALY-uh),Wiener
Eurydice,(yoo-RID-ih-see),nsc18/16.txt
Eurydice,(yur-ID-uh-see),Wiener
Eurylochus,(yur-ih-LOH-kus),nsc18/09.txt
Eurynome,(yoo-RIN-ah-mee),Wiener
Eurypontid,(yur-uh-PON-tid),Wiener
Eurystheus,(yu-RISS-thee-us),nsc18/07.txt
Eurystheus,(yur-IS-thee-us),Wiener
Eurystheus,(yur-ISS-thee-us),2018_IQBT_NASAT/Packet_10.pdf
Eurystheus,(yur-ISS-thee-us),nsc18/17.txt
Eurytion,(yur-IT-ee-ahn),Wiener
Eusebi Güell,(yoh-SEH-bee GWAY),nsc17/24.txt
Eusebius of Caesarea,(you-SEE-bee-us of see-zah-REE-uh),nsc17/01.txt
Eusebius,(yoo-SAY-bee-uss),Wiener
Eusebius,(yoo-SEE-bee-us),nsc17/11.txt
Eustace,(YOOS-tuss),Wiener
Everes and Chariclo,(EV-uh-reez and CHAR-ik-lo),nsc17/02.txt
Evita Duarte,(ey-VEE-tuh DWAR-tay),Wiener
Ewald,(ay-vald),mysterium/04.txt
Ewe,(ay-way),2016_Terrapin/Packet_03.pdf
Exarchate,(ex-AR-kate),nsc18/15.txt
Existenz,(eg-zih-STENTS),2018_CMST/02.pdf
Exposition Universelle,(expo-zee-SHAWN oo-nee-vair-SELL),2018_IQBT_NASAT/Packet_11.pdf
Exsurge Domine,(ex-OR-jay DOH-mee-nay),Wiener
Eyjafjallajökull,(AY-uh-FYAH-luh-YOH-kull),2017_NASAT/Round_15.pdf
Eyjafjallajökull,(ey-YA-fa-la-YO-kul),2017_ACF_Fall/Chicago_A_Michigan_A_Rutgers_B_St._Olaf_Toronto_B_UCF_A.pdf
Eylau,(EYE-lao),2018_IQBT_NASAT/Packet_11.pdf
Eyring,(EYE-ring),2018_IQBT_NASAT/Packet_03.pdf
Eyring,(EYE-ring),2018_IQBT_NASAT/Packet_13.pdf
Eyring,(EYE-ring),nsc18/02.txt
Eysenck,(EYE-zunk),mysterium/08.txt
Eça de Queiroz’s,(ESS-uh duh kay-RAWSH’s),2018_CMST/02.pdf
Eötvös,(YOT-vosh),Wiener
F0,(F-zero),nsc18/07.txt
FACS,(fax),2018_CMST/06.pdf
FMOC,(F-mock),2018_CMST/06.pdf
FRET,(fret),2018_CMST/02.pdf
Fa Xian,(fah shyen),2018_ACF_Regionals/J._Northwestern_A_+_Maryland_B_+_Oklahoma_A.pdf
Faehmel,(FAY-mel),Wiener
Faehmel,(FEH-mul),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Fafnir,(FAHV-neer),Wiener
Faidherbe,(fed-AIRB),2018_ACF_Regionals/I._Missouri_A_+_JHU_C_+_McGill_A.pdf
Faillace,(fye-LAH-chay),Wiener
Faisalabad,(FAI-sah-lah-bod),Wiener
Falange,(fa-LAHN-hay),mysterium/05.txt
Falange,(fah-LAHN-hay),Wiener
Falcone,(fal-COH-nee),Wiener
Falke,(FAL-kuh),nsc18/14.txt
Falla,(FAH-yah),nsc18/AS.txt
Fallschirmjager,(FAL-shyam-YAY-ger),Wiener
Fanon,(fah-NAWN),nsc18/02.txt
Fantaisie,(fahn-tuh-ZEE),Wiener
Farge,(farzh),2018_CMST/05.pdf
Fariskur,(FAH-riss-kor),Wiener
Farnese,(far-NAY-zay),2018_CMST/01.pdf
Farnese,(far-NAY-zee),Wiener
Farnese,(far-nay-zay),nsc16/09.txt
Farred,(FAIR-id),2018_IQBT_NASAT/Packet_01.pdf
Fashoda,(fuh-SHOW-duh),Wiener
Fassin,(fah-SAN),2018_CMST/16_Tiebreakers.pdf
Fastnachtsspiel,(FOSST-nokt-shpeel),nsc18/02.txt
Fatimid,(faa-TIM-id),Wiener
Fauchelevent,(fohsh-luh-VON),umdfall17/12.txt
Fauns,(fawn),Wiener
Faunus,(FAWN-uhs),Wiener
Faure,(for),2016_Terrapin/Packet_03.pdf
Fauves,(fohvz),nsc18/16.txt
Fauvist,(FOE-vist),Wiener
Faxian,(fah shee-AHN),Wiener
Fehling's,(FELL-ing’s),nsc18/16.txt
Fehling's,(FELL-ing’s),nsc18/24.txt
Felice Romani,(feh-LEE-chay roh-MAHnee),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Felis,(FEE-lis),Wiener
Felix Feneon,(feh-LEEKS feh-nee-OHN),Wiener
Fenechka,(fuh-NESH-kuh),Wiener
Feng Jianmei,(fung jee-EN-MAY),nsc17/21.txt
Fenrir,(FEN-reer),Wiener
Feodor,(FEE-oh-dor),Wiener
Ferde Grofé,(FER-dee groh-FAY),nsc17/24.txt
Ferdinand de Lesseps,(FAIR-dee-NAHN day less-EPS),Wiener
Ferdinand de Saussure,(soh-SEER),Wiener
Ferenc Deak,(DAY-ock),Wiener
Ferenc Deák,(feh-RENTS day-AHK),2018_ACF_Regionals/M._JHU_A_+_Oxford_A_+_UNC_L.pdf
Fermina Daza,(fair-MEE-nah DAHT-zuh),Wiener
Fernande de Olivier,(FER-nond de oh-LIV-ey),Wiener
Ferruccio Busoni,(fair-ROO-choh boo-ZOH-nee),2018_IQBT_NASAT/Packet_15.pdf
Fettes,(FEH-tis),2018_CMST/05.pdf
Feux Follets,(FO fo-LAY),Wiener
Feyerabend,(FYE-ur-AH-bint),nsc18/16.txt
Feyiase,(fay-AH-say),2017_NASAT/Round_03.pdf
Feynman,(FINE-min),nsc17/17.txt
Fianna Fáil,(FEE-aa-nuh FOY-ul),Wiener
Fiat Lux,(FEE-aht LUCKS),Wiener
Fichte,(FICK-tuh),2018_IQBT_NASAT/Packet_11.pdf
Fichte,(FICK-tuh),nsc16/03.txt
Fidelio,(fih-DAY-lee-oh),nsc18/05.txt
Fidesz,(FEE-dess),Wiener
Fiedler,(FEED-ler),2017_NASAT/Round_17.pdf
Fieschi,(f’YES-kee),2018_IQBT_NASAT/Packet_16.pdf
Figueres,(fee-GAY-ress),2018_CMST/08.pdf
Fijian,(FEE-jee-an),Wiener
Filiki Eteria,(FIH-lee-ah-HARE-ee-uh),Wiener
Filioque,(fil-ee-OH-kway),2017_ACF_Fall/Cornell_B_Liberty_B_Michigan_B_Texas_A_M_A_UBC_A.pdf
Fin ch’han dal vino,(“feen con dahl vee-no”),mysterium/02.txt
Finn Mac Cumhail,(fee-OHN muh-COOL),Wiener
Finno-Ugric,(OO-grik),Wiener
Fionn mac Cumhaill,(fee-OHN muh-COOL),Wiener
Fionnuala,(FINN-oo-lah),Wiener
Fiume,(FYOO-may),2018_IQBT_NASAT/Packet_02.pdf
Fjalar,(FYAH-lar),nsc18/05.txt
Fjölnir,(FYOHL-neer),2018_CMST/11.pdf
Flaubert,(flow-BARE),mysterium/06.txt
Flaubert,(flow-BARE),nsc16/17.txt
Flavius Aetius,(eye-EE-tee-us),Wiener
Fleance,(FLAY-ahnts),nsc17/17.txt
Flers-Courcelette,(FLEH coo-suh-LET),Wiener
Flippases,(FLIP-aces),nsc17/07.txt
Florentino Ariza,(floor-en-TEE-no ah-REET-zuh),Wiener
Florestan,(FLUH-ree-stan),Wiener
Fmet,(F-met),Wiener
Foday Sankoh,(FOH-day SAAN-koh),Wiener
Fokine,(foh-KEEN),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Fokine,(foh-KEEN),nsc18/17.txt
Folies Bergère,(FOH-lee bair-JAIR),Wiener
Folies-Bergère,(foh-LEE-bair-JAIR),2018_IQBT_NASAT/Packet_09.pdf
Folies-Bergères,(foh-LEE-bair-JAIR),2018_IQBT_NASAT/Packet_20.pdf
Folkestone,(FOLK-stun),Wiener
Fontainebleau,(FAHN-ten-blow),Wiener
Fontainebleau,(fon-ten-BLO),2018_IQBT_NASAT/Packet_05.pdf
Fontainebleau,(fon-ten-BLOH),2018_IQBT_NASAT/Packet_16.pdf
Fontainebleau,(fon-ten-BLOW),nsc18/11.txt
Fonteyn,(fon-TAIN),nsc17/18.txt
Force Publique,(fors poob-LEEK),Wiener
Forestier,(for-ES-tee-ay),Wiener
Formosa,(for-MOH-sah),Wiener
Fosse,(FOSS-ee),2018_CMST/06.pdf
Foucauldian,(foo-KOH-dee-in),2018_CMST/16_Tiebreakers.pdf
Foucault,(foo-KOH),nsc18/04.txt
Foucault,(foo-KOH),nsc18/23.txt
Fouche,(FOOSH),Wiener
FoxL2,(fox-L-two),2018_CMST/10.pdf
Francesco del Giocondo,(fran-CHESS-koh del joh-KAHN-doh),Wiener
Francis Poulenc's,(frawn-SEES poo-LANK's),nsc18/15.txt
Francis Poulenc,(frawn-SEES poo-LANK),nsc18/25.txt
Francois,(fran-SWAH),Wiener
Franjo Tudjman,(FRAN-yo TOOJmun),2016_Terrapin/Packet_09.pdf
Franjo Tuđman,(FRAHN-yo TOOJ-mahn),2018_CMST/01.pdf
FrankerZ,(FRAN-ker ZEE),Wiener
Franquin,(fran-CAN),mysterium/07.txt
Frans Banning Cocq,(COAK),Wiener
Frantz,(Omar),nsc18/02.txt
François Couperin,(FRANCE-wah KOO-puh-RENG),Wiener
François Duvalier,(fron-SWAH doo-vahl-YAY),Wiener
François Mitterrand,(fron-SWAH mee-teh-ROND),2018_IQBT_NASAT/Packet_10.pdf
François Ravaillac,(fron-SWAH RAH-vee-yok),Wiener
François Villon,(vee-OWN),Wiener
Françoise Cachin,(fron-SWAHZ kah-SHAN),2018_CMST/07.pdf
Françoise de Graffigny,(frahn-SWAHZ duh grah-feen-YEE),2018_CMST/09.pdf
Frashokereti,(FRAH-shoh-kuh-REH-tee),nsc17/16.txt
Frashokereti,(FRAH-shoh-kuh-REH-tee),nsc18/04.txt
Frasquita,(frah-SKEE-tah),Wiener
Frauenliebe und -leben,(FROWN-leeb-uh oont LAY-bun),mysterium/04.txt
Frechette,(fruh-SHET),2018_CMST/04.pdf
Freddo ed immobile,(FREH-doh ed ee-MOH-bee-lay),Wiener
Frederic Mompou,(fruh-duh-REEG moom-POH),mysterium/09.txt
Frege,(FRAY-guh),2018_ACF_Regionals/J._Northwestern_A_+_Maryland_B_+_Oklahoma_A.pdf
Frege,(FRAY-guh),2018_CMST/11.pdf
Frege,(FRAY-guh),2018_IQBT_NASAT/Packet_06.pdf
Frege,(FRAY-guh),Wiener
Frei aber froh,(FRY AH-ber FROH),2017_ACF_Fall/Gettysburg_A_Georgia_B_Wright_State_A_Zurich.pdf
Frei,(fray),2018_IQBT_NASAT/Packet_09.pdf
Freiheit,(FRY-height),nsc18/22.txt
Freikorps,(FRY-core),2018_IQBT_NASAT/Packet_14.pdf
Freischütz,(FRY-shoots),2018_CMST/12.pdf
Freischütz,(FRY-shoots),Wiener
Freischütz,(FRY-shoots),nsc18/02.txt
Fresnel,(fray-NEL),Wiener
Fresnel,(fruh-NELL),2017_NASAT/Round_07.pdf
Freud,(FROYD),2018_IQBT_NASAT/Packet_16.pdf
Freud,(froyd),nsc18/10.txt
Freude,(FROY-duh),nsc18/22.txt
Frey,(FRAY),Wiener
Freya,(FRAY-ah),Wiener
Freyja,(FRAY-uh),2018_CMST/05.pdf
Freyja,(FRAY-uh),2018_IQBT_NASAT/Packet_20.pdf
Freyr,(FRAY-er),Wiener
Friar Valverde,(vahl-VAIR-day),Wiener
Frida Kahlo,(y Calderon),2017_ACF_Fall/Berkeley_B_Cambridge_C_Louisville_A_Rochester_A.pdf
Fridtjof,(FRID-choff),2018_CMST/07.pdf
Friedrich Nietzsche,(NEE-cheh),Wiener
Friedrich Wöhler,(FREE-drik VUHR-lehr),Wiener
Friedrich,(Wilhelm),mysterium/14.txt
Fries,(freeze),mysterium/13.txt
Frisians,(FREE-zhuns),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Froissart,(fraw-SART),Wiener
Fructidor,(FROOK-tee-door),Wiener
Frug,(froog”),2018_CMST/06.pdf
Frère Jacques,(FRAIR-uh JOCK-uh),nsc18/21.txt
Fréedericksz,(FREE-durr-icks),nsc18/21.txt
Fuchs,(fooks),2018_CMST/03.pdf
Fuchs-Robettin,(FEWKS ROH-buh-tin),Wiener
Fuenteovejuna,(FWEN-tay-oh-vay-HOO-nah),2018_IQBT_NASAT/Packet_08.pdf
Fugger,(FOOG-guh),2016_Terrapin/Packet_05.pdf
Fugger,(FOOG-guh),2018_IQBT_NASAT/Packet_12.pdf
Fugger,(FOOG-guh),nsc18/05.txt
Fugger,(FOOG-gur),nsc17/18.txt
Fujian,(FU-jee-ahn),Wiener
Fujin,(FOO-jeen),2018_IQBT_NASAT/Packet_16.pdf
Fukushima Daiichi,(foo-KOO-shee-muh DAI-ee-chee),Wiener
Fulani,(foo-LAH-nee),2018_IQBT_NASAT/Packet_10.pdf
Fulgencio Batista,(fool-HEN-see-oh),Wiener
Fum’th,(FUME-eth),2017_ACF_Fall/Cornell_B_Liberty_B_Michigan_B_Texas_A_M_A_UBC_A.pdf
Furies,(FYUR-eez),Wiener
Furyan,(FYOOR-ee-an),Wiener
Fuseli,(FUSE-lee),nsc18/19.txt
Futhark,(FOO-thark),2018_IQBT_NASAT/Packet_16.pdf
Fux's,(FOOKS's),nsc17/06.txt
Fuxi,(FOO-shee),2018_IQBT_NASAT/Packet_05.pdf
Fuxi,(FOO-shee),Wiener
Fyffes,(fifes),2018_ACF_Regionals/G._Yale_A_+_UT_Dallas_A_+_NCF_A.pdf
Fyodor Dostoevsky,(FYOH-dor duss-toy-EFF-skee),Wiener
Fère,(fehr),nsc17/06.txt
Féng Méng,(fung mung),mysterium/12.txt
Fúxiáng,(foo-shyong),mysterium/10.txt
Für Elise,(FYOOR eh-LEEZ-uh),Wiener
Für Elise,(“FYOOR eh-LEE-zuh”),2018_ACF_Regionals/I._Missouri_A_+_JHU_C_+_McGill_A.pdf
G. Henle Verlag,(jee HAIN-luh fur-LOCK),2017_NASAT/Round_04.pdf
GABAergic,(gah-bah-URGE-ick),2017_ACF_Fall/Gettysburg_A_Georgia_B_Wright_State_A_Zurich.pdf
GNU/Hurd,(NEW HERD),Wiener
GTPase,(G-T-P-ase),2018_CMST/03.pdf
GTPases,(G-T-P-aces),nsc18/23.txt
GUI,(gooey),nsc18/18.txt
Gabriel Faure,(fow-RAY),Wiener
Gabriel de Clieu,(gah-bree-EL day CLEE-yoo),Wiener
Gabriela Mistral,(mis-TRAHL),Wiener
Gabriele d’Annunzio,(duh-NOON-zee-oh),Wiener
Gachet,(guh-SHAY),Wiener
Gae Bulg,(GYE BUL-agh),nsc17/08.txt
Gaeta,(gah-AY-tah),2018_IQBT_NASAT/Packet_03.pdf
Gaetti,(guy-ET-ee),Wiener
Gagnier’s,(GAHN-yay’s),2018_ACF_Regionals/E._Delaware_A_+_Kentucky_A_+_Cambridge_A.pdf
Gagnrathr,(GAG-in-roth-er),Wiener
Gaia,(JEE-uh),Wiener
Gainsborough,(GAINS-bruh),2016_Terrapin/Packet_07.pdf
GalNAc,(GALL-nack),nsc17/19.txt
Galatea,(gal-uh-TEE-uh),Wiener
Galehaut,(GAH-lee-oat),Wiener
Galician,(gah-LEE-shen),Wiener
Galliard,(GAL-yerd),2018_IQBT_NASAT/Packet_05.pdf
Galois,(gal-WAH),2018_IQBT_NASAT/Packet_05.pdf
Galois,(gal-WAH),mysterium/13.txt
Galois,(gal-WAH),nsc18/22.txt
Gamora,(gah-MOR-uh),Wiener
Gamow,(GAM-off),nsc18/13.txt
Gamow’s,(GAM-off’s),2018_IQBT_NASAT/Packet_08.pdf
Ganesha,(guh-NAISH-uh),Wiener
Gang Rinpoche,(gong reen-POH-chay),2018_ACF_Regionals/H._Maryland_A_+_McGill_B_+_UIUC_A.pdf
Ganges,(GAAN-jeez),Wiener
Gangnam,(GONG-num),Wiener
Gangwha,(gung-WAH),Wiener
Ganymede,(GAH-neh-meed),Wiener
Gao Qiu,(gow chyoh),2018_ACF_Regionals/L._UCSD_A_+_UF_A_+_JHU_D.pdf
Gao Xingjian,(GOW shing-JYAN),Wiener
Gao,(GOW),Wiener
Gaol,(jail),2017_NASAT/Round_05.pdf
Gaol,(jail),2018_IQBT_NASAT/Packet_05.pdf
Gaon,(gah-OWN),nsc18/22.txt
Gaozu,(gow-ZOO),Wiener
Garcin,(gar-SAN),Wiener
Garcin,(gar-SANN),2017_NASAT/Round_07.pdf
Garcin,(gar-SANN),nsc17/01.txt
Gare Montparnasse,(gar mon-par-NOSS),2018_CMST/12.pdf
Garissa,(GAR-iss-ah),Wiener
Garmisch-Partenkirchen,(PART-in-KEER-kin),nsc17/19.txt
Garuda,(guh-ROO-duh),Wiener
Gaspard de Coligny,(gas-PAR day coh-lee-NEE),Wiener
Gaspard de Coligny,(gas-PARR duh ko-leen-YEE),2018_IQBT_NASAT/Packet_14.pdf
Gaspard de la Nuit,(gas-PARR duh la NWEE),nsc18/10.txt
Gaspard de la nuit,(geh-SPAR day lah NWEE),Wiener
Gaspe,(gas-PAY),Wiener
Gaspee,(gas-PAY),Wiener
Gassendi,(gas-on-DEE),2017_NASAT/Round_13.pdf
Gassendi,(gas-on-DEE),mysterium/03.txt
Gastein,(gas-TINE),Wiener
Gaston Leroux,(luh-ROW),Wiener
Gate Schiedam,(SHY-dam),Wiener
Gattamelata,(GAH-tuh-mel-AH-tuh),Wiener
Gaudete,(gow-DET-ey),Wiener
Gaudí,(gow-DEE),nsc17/24.txt
Gauguin!,(go-GAN),2018_IQBT_NASAT/Packet_19.pdf
Gauguin,(go-GAN),2018_IQBT_NASAT/Packet_10.pdf
Gauguin,(go-GAN),nsc18/17.txt
Gauss–Lucas,(loo-KAH),2017_NASAT/Round_16.pdf
Gavrilo Princip,(PRIN-tzip),Wiener
Gay-Lussac,(GEH LOO-sack),Wiener
Gayane,(gah-yah-NAY),2018_CMST/12.pdf
Gayet,(GUY-yay),Wiener
Gdansk,(guh-DONSK),Wiener
Ge'ez,(guh-LEZ),Wiener
Ge,(gay),2018_ACF_Regionals/S._Editors_2.pdf
GeV,(giga-electron-volts),2018_ACF_Regionals/I._Missouri_A_+_JHU_C_+_McGill_A.pdf
Geats,(GAY-ats),Wiener
Gebelawi,(GEBB-ul-OW-ee),Wiener
Gebrauchsmusik,(geh-BROW-ks-moo-ZEEK),2017_NASAT/Round_20--Finals_or_Tiebreaker.pdf
Gebrauchsmusik,(geh-BROW-ks-moo-zeek),nsc18/14.txt
Gediminas,(geh-dim-MIN-us),2017_NASAT/Round_03.pdf
Geert Wilders,(heert VILL-ders),2018_IQBT_NASAT/Packet_09.pdf
Geertz,(gurts),mysterium/02.txt
Geertz’s,(GURTS-iz),2018_CMST/06.pdf
Gefjon,(GEFF-yun),nsc17/13.txt
Geim,(GUY’m),nsc18/20.txt
Geim,(GUY’m),nsc18/24.txt
Gelimer,(GEH-luh-mur),Wiener
Gell-Mann,(ghell-MAHN),2018_IQBT_NASAT/Packet_02.pdf
Gell-Mann,(ghell-MAHN),nsc18/12.txt
Gelug,(geh-LOOG),Wiener
Gemeinschaft,(guh-MINE-shoft),2018_ACF_Regionals/M._JHU_A_+_Oxford_A_+_UNC_L.pdf
Gemini,(JEM-in-eye),Wiener
Geminiani,(jem-een-YAH-nee),2017_NASAT/Round_19--Prelims_Tiebreaker.pdf
Gene Krupa,(CROO-puh),Wiener
General,(HEH-neh-rall),nsc16/05.txt
General,(heh-neh-RAHL),2018_CMST/08.pdf
Genet,(zhuh-NAY),2017_NASAT/Round_01.pdf
Geneviève Lacambre,(zhen-uv-YEV lahCOM-bruh),2018_CMST/10.pdf
Geng,(gung),nsc17/22.txt
Genge,(GEN-gay),nsc18/14.txt
Geoffrin,(zhow-FRAN),nsc16/18.txt
Geoffroi de Charny,(zhuh-fwah de shar-NEE),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Geoffroy Saint-Hilaire,(jo-FWAH SAN-tee-LAIR),nsc18/02.txt
Georg Büchner,(GAY-org BYOOK-ner),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
George Balanchine,(BAL-uhn-cheen),Wiener
George Emil Palade,(JOR-jay ay-MEEL pah-LAH-day),nsc17/23.txt
George Moscone,(moss-CONE-ee),Wiener
George,(Wesley),mysterium/08.txt
Georges Bataille,(zhorzh buh-TIE),2018_CMST/04.pdf
Georges Hugon,(JORJ hoo-GON),Wiener
Georges Pompidou,(JOR-juh pomp-EE-doo),Wiener
Georges Seurat,(SEH-rah),Wiener
Georges,(zhorzh),2018_CMST/02.pdf
Georgy Gause,(GYOR-ghee GOW-zee),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Georgy Malenkov,(muh-LENK-off),Wiener
Gephyrin,(JEFF-rin),2017_NASAT/Round_12.pdf
Gerasim,(gyeh-ruh-SEEM),mysterium/08.txt
Gerboise Bleu,(jair-BWEZ BLOO),Wiener
Gerd von Rundstedt,(ROONSH-tet),Wiener
Gerd,(gaird),2018_CMST/11.pdf
Gergovia,(ger-GOH-vee-uh),Wiener
Germaine de Foix,(jer-MAHN doo FOHJ),Wiener
Germinal,(ZHAIR-mee-nal),nsc18/07.txt
Germinal,(jer-mih-NAAL),Wiener
Germinal,(zhair-mee-NALL),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Germinal,(zhair-mee-NALL),nsc17/20.txt
Gerry,(Jerry),2018_CMST/04.pdf
Gersaint,(zhair-SANN),2017_NASAT/Round_15.pdf
Gersaint,(zhair-SANN),2018_IQBT_NASAT/Packet_06.pdf
Gershgorin,(gersh-GORE-in),Wiener
Gervasius,(jer-VAY-see-us),Wiener
Gervayse,(gair-VASE),Wiener
Geryon,(GER-ee-en),Wiener
Gesang,(guh-ZONG),nsc17/05.txt
Geschwitz,(GESH-vits),2018_CMST/14.pdf
Gesellschaft,(guh-ZELL-shoft),2018_ACF_Regionals/M._JHU_A_+_Oxford_A_+_UNC_L.pdf
Gesta Francorum,(GEH-stuh frahn-COR-um),Wiener
Gestalt,(guh-SHTALT),2018_IQBT_NASAT/Packet_11.pdf
Gethsemane,(geth-SEH-muh-nee),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Gethsemane,(geth-SEH-muh-nee),nsc17/06.txt
Geun-hye,(gun-HEH),2017_NASAT/Round_05.pdf
Geun-hye,(gun-HEH),nsc17/13.txt
Ge’ez,(GHEE-ezz),2018_IQBT_NASAT/Packet_17.pdf
Ge’s,(GAY’s),2018_IQBT_NASAT/Packet_02.pdf
Ghadames,(gah-DAM-ess),2017_NASAT/Round_02.pdf
Ghardaïa,(gar-da-EE-ya),2018_IQBT_NASAT/Packet_11.pdf
Gheorghe Gheorghiu-Dej,(gee-OR-gee gor-GOO-dej),Wiener
Ghirlandaio’s,(geer-lan-DIE-oh),2018_ACF_Regionals/C._Michigan_A_+_Berkeley_B_+_MIT_A.pdf
Gia i sacerdoti,(jee-uh ee say-ker-DOH-tee),Wiener
Giacomo Puccini,(JAH-cuh-moh poo-CHEE-nee),Wiener
Giambologna,(jahm-bo-LOW-nia),2017_ACF_Fall/Cambridge_A_JHU_A_UCSD_B_WUSTL_A.pdf
Gianetto Sanpiero,(jah-NET-toh sahn-PYAY-roh),2018_CMST/13.pdf
Gianni Schicchi,(jah-nee SKEE-kee),nsc17/15.txt
Giap,(zap),umdfall17/07.txt
Giauque,(jee-OAK),2016_Terrapin/Packet_15.pdf
Giazotto,(jah-ZOH-toh),nsc17/21.txt
Gibreel Farishta,(JIH-breel fah-REESH-tuh),Wiener
Gide,(zheed),nsc18/23.txt
Gieng,(GHEE-ung),2018_CMST/05.pdf
Gila River,(HEE-luh),Wiener
Gilberte,(zheel-BAIRT),2018_ACF_Regionals/D._Wright_State_A_+_UIUC_B_+_Chicago_C.pdf
Gilberto Freyre,(zheel-BAIR-too FRAY-ree),2018_ACF_Regionals/J._Northwestern_A_+_Maryland_B_+_Oklahoma_A.pdf
Gilles Deleuze,(ZHEEL duh-LOOZ),2018_IQBT_NASAT/Packet_14.pdf
Gilles Deleuze,(ZHEEL duh-LOOZ),nsc18/23.txt
Gilles Deleuze,(jeel duh-LOOZ),2018_ACF_Regionals/N._MSU_A_+_Carleton_University_A_+_Rochester_A.pdf
Gioachino,(Joh-KEE-no),2017_ACF_Fall/Cambridge_B_Knox_A_MSU_A_UConn_A.pdf
Gioachino,(jee-uh-KEE-noh),Wiener
Gioia!,(JOY-uh),nsc16/10.txt
Gioia,(JOY-uh),nsc16/18.txt
